sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.6297;6.3137;2.8348;0.4213;8.921;4.0508;0.2084;-2.6073;-1.216;-0.039;-0.1558;0.0098;3373.0;14.94;-35.64;19.38;201.11;-65.46;-5.94;8.0;996.32;56.294;23.031927;72.53537;153.98;NaN;;1.67;154.8387;158.72;15 / 17;5080;2018-06-12 12:08:32:722
-0.2945;6.4382;3.2849;0.4329;9.1304;3.5523;-0.9549;-2.5437;0.9537;-0.6156;0.4465;0.1588;4076.0;12.9;-35.34;22.44;196.51;-68.6;-6.95;8.0;996.32;58.117;23.031927;72.53537;153.98;NaN;;1.67;154.8387;158.72;15 / 17;5579;2018-06-12 12:08:33:221
0.9577;8.3824;3.6058;0.4721;9.1684;3.4478;1.3045;-0.075;-1.4533;-0.207;-0.6579;-0.1387;4514.0;15.24;-35.1;21.24;199.58;-69.22;-7.8;8.0;996.33;57.012;23.031927;72.53537;153.98;NaN;;1.67;154.8387;158.72;15 / 17;6080;2018-06-12 12:08:33:722
-0.3855;9.1988;2.9186;0.366;9.2177;3.3273;-1.2087;-0.0069;4.2961;0.7564;-0.2132;-0.1069;4401.0;13.98;-35.04;23.16;198.1;-70.04;-6.28;8.0;996.32;51.203;23.031927;72.53537;153.98;NaN;;1.67;154.8387;158.72;15 / 17;6580;2018-06-12 12:08:34:222
0.4956;9.6681;5.7606;0.2031;9.1828;3.4358;-0.1744;1.3807;1.9441;-0.356;-0.2994;-0.1167;5008.0;13.44;-34.98;23.28;198.61;-69.45;-3.38;8.0;996.33;50.76;23.031927;72.53537;153.98;NaN;;1.67;154.8387;158.72;15 / 17;7080;2018-06-12 12:08:34:722
1.1828;11.2315;3.273;0.0914;9.0055;3.881;0.4856;1.6346;1.6761;-0.075;0.0708;0.2505;6448.0;16.74;-35.46;20.88;206.22;-66.68;-1.35;8.0;996.34;51.967;23.031927;72.53537;153.98;NaN;;1.67;154.8387;158.72;16 / 18;7579;2018-06-12 12:08:35:221
0.4382;10.8437;4.257;0.3046;8.8647;4.1826;0.5598;0.9446;1.037;-0.2943;-0.402;-6.0E-4;6795.0;14.52;-36.6;19.38;201.81;-64.68;-4.16;8.0;996.34;52.528;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;16 / 18;8081;2018-06-12 12:08:35:723
0.6824;10.1996;5.8851;0.0898;8.6348;4.6478;0.1281;2.2639;2.5877;0.0191;0.5919;0.047;9785.0;17.22;-36.42;17.88;206.78;-62.68;-1.31;8.0;996.33;52.119;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;18 / 20;8579;2018-06-12 12:08:36:221
-1.0104;8.5476;3.5363;0.2737;8.5706;4.7582;-1.2841;-0.023;-1.2218;0.4442;0.2987;-0.2926;12333.0;15.0;-38.22;16.86;202.35;-60.92;-3.29;8.0;996.35;51.342;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;18 / 20;9081;2018-06-12 12:08:36:723
1.688;5.0974;2.8755;0.817;8.3506;5.0764;0.871;-3.2532;-2.2009;-0.5692;0.1496;0.4276;10170.0;15.96;-38.88;15.0;200.85;-58.38;-9.14;8.0;996.37;51.219;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;18 / 20;9581;2018-06-12 12:08:37:223
-0.352;6.3736;3.7542;0.3783;7.6179;6.164;-1.3097;-2.2691;2.6661;-0.4391;0.8759;-0.047;26167.0;14.82;-39.84;9.3;203.68;-50.97;-3.51;8.0;996.37;54.208;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;18 / 20;10080;2018-06-12 12:08:37:722
0.2753;5.5834;8.2531;0.2481;7.2124;6.64;0.0273;-1.629;1.6131;-0.5283;0.791;0.1491;42162.0;14.34;-39.66;7.56;202.31;-47.35;-2.14;8.0;996.38;52.265;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 21;10580;2018-06-12 12:08:38:222
-0.4405;6.5268;8.131;0.1942;7.1675;6.6902;-0.6348;-0.6408;1.4408;0.2591;-0.3049;-0.1625;44704.0;14.34;-40.68;8.1;201.96;-46.96;-1.66;8.0;996.38;51.404;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 21;11080;2018-06-12 12:08:38:722
0.486;7.9538;9.5891;0.429;7.2232;6.619;0.0571;0.7306;2.9701;-0.4452;-0.0465;-0.1069;44785.0;14.94;-40.56;7.86;202.83;-47.44;-3.71;8.0;996.39;51.051;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 21;11580;2018-06-12 12:08:39:222
0.5507;7.6689;8.3488;0.1397;7.467;6.3556;0.411;0.2018;1.9932;-0.1141;0.2541;0.4197;40574.0;17.76;-38.4;9.24;209.25;-49.59;-1.26;8.0;996.38;53.072;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 21;12080;2018-06-12 12:08:39:722
0.8188;8.4255;6.6513;0.229;7.0804;6.7813;0.0081;0.7872;0.344;0.1143;0.1228;-0.0641;48198.0;14.28;-40.44;7.92;202.1;-46.22;-1.93;8.0;996.36;56.16;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 21;12580;2018-06-12 12:08:40:222
0.6034;6.7016;5.921;-0.0189;7.3023;6.5457;0.493;-0.7971;-1.5297;-0.1031;0.0042;0.0;54204.0;16.68;-38.94;7.86;208.05;-48.13;0.17;8.0;996.35;61.722;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 21;13079;2018-06-12 12:08:40:721
0.0646;6.4454;3.3759;-0.0022;7.1842;6.6752;0.0668;-0.7388;-3.2993;0.1412;0.2889;-0.0147;50759.0;15.06;-40.2;7.68;204.39;-47.1;0.02;8.0;996.35;66.558;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 22;13579;2018-06-12 12:08:41:221
-0.5842;5.1621;5.5523;-0.2854;7.389;6.4414;-0.2988;-2.227;-0.889;0.1418;0.0085;0.0147;58180.0;16.32;-39.72;9.18;206.4;-48.94;1.6;8.0;996.34;70.014;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 22;14080;2018-06-12 12:08:41:722
-1.0894;6.9697;6.0743;-0.1717;7.3658;6.472;-0.9225;-0.42;1.3166;0.2988;-0.1155;-0.0409;46617.0;13.98;-39.84;9.72;202.97;-48.69;1.52;8.0;996.34;52.207;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;18 / 22;14581;2018-06-12 12:08:42:223
0.4094;6.9075;6.8692;0.1012;7.4361;6.3926;0.696;0.1083;-1.2784;0.4289;-0.5663;-0.5492;50005.0;15.66;-40.38;9.18;205.64;-48.55;-0.2;8.0;996.34;52.513;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;18 / 22;15080;2018-06-12 12:08:42:722
1.3695;9.0839;7.7982;0.1685;7.249;6.6026;1.1436;1.4901;0.7981;-0.4641;-0.1815;-0.1765;53545.0;14.76;-39.84;9.06;203.55;-47.66;-1.46;8.0;996.35;53.055;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 22;15580;2018-06-12 12:08:43:222
-0.3951;9.7519;7.6042;-0.0469;7.432;6.3979;-0.9371;2.1858;2.3484;0.3147;-0.0849;-0.3512;48585.0;16.32;-39.6;9.36;206.08;-49.28;0.42;8.0;996.37;59.874;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 22;16079;2018-06-12 12:08:43:721
0.4477;8.0735;7.2762;-0.1616;7.5327;6.2771;-0.0084;0.7994;-0.0305;-0.0878;0.2449;0.3665;47312.0;18.06;-38.82;9.78;209.47;-50.19;1.48;8.0;996.39;56.491;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 22;16579;2018-06-12 12:08:44:221
0.4166;5.8684;4.8029;-0.0605;7.3632;6.4769;0.9918;-2.2778;-2.6508;-0.2149;0.1844;0.1796;46468.0;15.66;-40.32;9.36;205.94;-48.66;0.53;8.0;996.38;63.064;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;19 / 22;17080;2018-06-12 12:08:44:722
-0.6584;5.3177;3.4358;-0.4317;7.6167;6.162;-0.2267;-2.299;-2.7262;0.0227;-0.019;0.0305;47875.0;17.94;-38.64;11.4;210.25;-50.96;4.01;8.0;996.38;65.14;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;18 / 22;17579;2018-06-12 12:08:45:221
-1.2666;6.3113;3.7638;-0.2302;8.007;5.6573;-1.0364;-1.6957;-1.8935;-0.5503;0.2724;0.4551;36333.0;16.5;-38.88;13.26;208.75;-54.54;3.45;8.0;996.39;61.138;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;18 / 22;18080;2018-06-12 12:08:45:722
0.6105;8.2531;3.2802;-0.1929;8.0679;5.5716;0.8035;0.1852;-2.2914;0.1394;-0.5394;-0.4148;27552.998;15.24;-39.18;13.74;204.96;-55.36;1.98;8.0;996.38;62.308;23.032112;72.535286;42.29;NaN;;3.65;19.35484;;17 / 22;18579;2018-06-12 12:08:46:221
-1.6928;8.6577;9.8093;-0.3585;7.833;5.8894;0.0927;2.1391;1.8273;-0.1104;0.1484;-0.0751;34047.0;15.96;-38.52;12.0;207.37;-53.01;3.48;8.0;996.36;66.764;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;17 / 22;19079;2018-06-12 12:08:46:721
0.3998;8.933;7.0847;-0.2349;7.9025;5.8022;0.108;0.9395;3.1069;-0.5252;-0.3678;-0.157;31388.998;15.72;-39.18;13.2;207.03;-53.52;3.46;8.0;996.37;53.73;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 22;19579;2018-06-12 12:08:47:221
-0.6656;9.2299;8.6625;-0.4357;7.9289;5.7543;-0.6417;1.7032;2.6089;0.1669;0.2388;0.1051;28952.0;16.8;-38.34;13.5;208.7;-54.11;3.8;8.0;996.37;54.567;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 22;20080;2018-06-12 12:08:47:722
-0.3759;8.3895;6.5938;-0.4359;7.7024;6.0542;0.06;0.6872;0.5396;-0.1056;-0.1576;0.1008;29792.998;17.4;-38.52;12.84;208.2;-51.76;4.12;8.0;996.38;50.43;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;17 / 22;20580;2018-06-12 12:08:48:222
0.0263;7.0966;3.1197;-0.4043;7.8382;5.8796;0.6509;-1.5939;-2.8652;0.1962;0.127;-0.0941;25756.0;19.5;-37.68;11.94;213.57;-53.06;3.93;8.0;996.41;60.941;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;17 / 22;21080;2018-06-12 12:08:48:722
-0.4262;6.3113;2.4254;-0.3286;7.7477;6.0029;-0.5548;-1.8937;-1.5903;0.1522;-0.1387;0.0299;26704.0;18.96;-37.92;11.1;212.14;-52.19;3.13;8.0;996.41;61.815;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 22;21580;2018-06-12 12:08:49:222
-1.1708;6.5962;6.1365;-0.4221;7.8603;5.8487;-0.7535;-1.4485;-1.3714;0.2836;0.1228;-0.0702;25176.0;21.18;-37.08;11.04;215.63;-53.63;2.7;8.0;996.41;57.723;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 22;22080;2018-06-12 12:08:49:722
-1.913;7.0871;8.4925;-0.6608;7.8892;5.7875;-0.4358;-0.6537;-0.2615;0.4094;-0.2987;0.0202;22733.0;19.02;-38.88;12.48;212.46;-53.15;5.41;8.0;996.42;57.653;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 21;22580;2018-06-12 12:08:50:222
0.2346;6.5699;5.5427;-0.7381;7.9405;5.7073;-0.2101;-1.1073;1.8394;-0.0988;-0.3543;0.1118;24490.0;16.44;-39.06;14.64;208.14;-54.07;7.37;8.0;996.38;69.529;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 21;23080;2018-06-12 12:08:50:722
-0.316;8.9043;7.0966;-0.7488;8.0225;5.5901;-0.3262;1.1285;2.7539;0.0905;-0.3788;0.529;21525.0;16.86;-39.24;15.42;209.91;-54.89;7.63;8.0;996.35;72.197;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 22;23579;2018-06-12 12:08:51:221
0.7207;9.8093;7.1709;-0.5289;8.0746;5.5401;0.2727;1.5983;0.8;0.0221;-0.4606;0.0672;16920.0;17.52;-38.1;14.1;211.32;-55.42;5.45;8.0;996.34;50.656;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 22;24079;2018-06-12 12:08:51:721
0.7255;8.8899;4.8747;-0.2599;8.396;5.0606;0.9854;0.4939;-0.1858;0.0117;0.1331;0.0525;14292.0;21.78;-36.96;15.84;215.6;-58.89;2.94;8.0;996.37;61.407;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 22;24581;2018-06-12 12:08:52:223
0.3663;7.2403;2.6074;0.0089;8.4782;4.9286;0.3574;-1.2379;-2.3212;-0.1831;0.0623;0.0305;14450.0;18.12;-36.66;15.3;209.64;-59.83;-0.1;8.0;996.38;55.203;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;18 / 22;25079;2018-06-12 12:08:52:721
-0.3807;5.8325;3.6728;0.1805;8.4207;5.0229;-0.5612;-2.5883;-1.35;0.0545;-0.1332;-0.0171;15064.0;22.32;-36.12;13.38;215.27;-59.45;-2.44;8.0;996.39;64.202;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;19 / 22;25579;2018-06-12 12:08:53:221
-0.2275;5.5715;5.3344;0.4016;8.4528;4.9556;-0.7918;-2.0865;-0.6938;-0.3578;0.3439;0.2462;16787.0;19.86;-37.26;14.22;210.3;-59.54;-4.63;8.0;996.39;54.471;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;19 / 22;26079;2018-06-12 12:08:53:721
1.2091;7.4582;2.6361;0.3137;8.353;5.1283;0.905;-1.4455;-0.8449;0.3636;-0.7141;-0.2297;15752.0;20.1;-37.86;14.28;210.18;-58.4;-3.5;8.0;996.4;66.938;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;19 / 22;26579;2018-06-12 12:08:54:221
0.1125;10.6593;2.9162;-0.1605;8.5781;4.7498;1.02;0.5178;0.7067;0.2842;-0.1161;-0.1588;13701.0;18.9;-36.96;17.28;211.26;-61.01;1.94;8.0;996.41;57.972;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;19 / 22;27079;2018-06-12 12:08:54:721
-1.5204;12.2084;4.1684;-0.4243;8.6057;4.6832;-1.0961;3.6027;-0.5148;0.3068;-0.201;-0.1949;14276.0;20.22;-36.9;16.2;212.71;-58.85;2.32;8.0;996.46;65.638;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;19 / 23;27580;2018-06-12 12:08:55:222
0.261;10.1541;5.9043;-0.1203;8.6416;4.6344;0.3813;1.5125;1.2699;-0.1502;0.4764;-0.0617;11156.0;19.14;-37.02;18.84;209.97;-61.79;1.49;8.0;996.47;52.924;23.032045;72.535255;35.49;NaN;;4.12;19.35484;207.67;19 / 23;28080;2018-06-12 12:08:55:722
-0.7997;8.6792;5.1166;-0.0658;8.3328;5.1701;-0.3724;-0.2809;-0.3743;0.0496;0.0568;-0.0073;11469.0;14.88;-39.3;18.0;203.1;-58.18;0.73;8.0;996.48;50.195;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;19 / 23;28580;2018-06-12 12:08:56:222
0.498;6.1796;3.5818;-0.0325;8.3168;5.1961;0.1714;-2.7046;-0.5704;-0.3065;-0.6219;0.0318;11202.0;17.76;-37.74;15.9;208.3;-58.0;0.36;8.0;996.46;53.143;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;19 / 23;29080;2018-06-12 12:08:56:722
-0.5507;5.5906;5.2626;-0.5419;8.5745;4.728;-1.6776;-0.6974;-0.0855;-0.2363;0.5852;0.4056;14893.0;17.1;-37.5;19.44;210.18;-60.97;6.54;8.0;996.48;57.88;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;20 / 23;29581;2018-06-12 12:08:57:223
-0.419;8.4302;4.0798;-0.4151;8.6328;4.6338;-0.0039;-0.2026;-0.554;-0.2827;0.2681;-0.1924;12876.0;18.84;-37.74;19.26;211.85;-61.68;5.12;8.0;996.46;51.578;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;20 / 23;30080;2018-06-12 12:08:57:722
-0.6129;9.048;6.4382;-0.0074;8.5254;4.8464;1.3003;0.4315;-2.1983;-0.4397;0.6133;-0.1295;13456.0;18.06;-37.92;17.88;210.0;-60.72;3.84;8.0;996.46;55.896;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;20 / 23;30580;2018-06-12 12:08:58:222
-0.1461;11.0185;5.0088;-0.2167;8.4792;4.922;0.5351;1.979;0.0629;0.5865;-0.1949;-0.4276;15109.0;19.14;-37.5;17.76;210.62;-59.84;2.52;8.0;996.47;51.688;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;20 / 23;31081;2018-06-12 12:08:58:723
-1.0008;11.3537;6.1796;-0.5105;8.4913;4.8792;0.137;2.247;1.5494;0.319;0.3836;-0.1649;13646.0;21.42;-36.78;16.5;215.93;-59.98;5.97;8.0;996.47;52.119;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;20 / 23;31581;2018-06-12 12:08:59:223
-0.6129;8.7463;5.3632;-0.2326;8.5394;4.8161;0.0722;-0.3821;-0.425;-0.4733;-0.0275;-0.0812;12071.0;20.34;-36.12;17.46;213.31;-60.55;2.77;8.0;996.46;50.663;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;20 / 23;32080;2018-06-12 12:08:59:722
-0.1844;6.3568;3.249;-0.1888;8.3539;5.1329;-0.1967;-1.863;-2.516;-0.2332;-0.1039;0.1118;12791.0;24.06;-35.94;14.34;219.21;-58.41;2.11;8.0;996.44;52.089;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;19 / 22;32580;2018-06-12 12:09:00:222
-1.3983;6.7255;5.957;-0.1461;8.5467;4.8066;-1.2714;-1.1938;0.3363;-0.2699;0.6548;0.2107;11726.0;21.06;-36.06;16.32;214.68;-60.64;1.74;8.0;996.45;51.126;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;19 / 22;33080;2018-06-12 12:09:00:722
0.6919;7.5611;4.1158;-0.0584;8.7107;4.5046;1.1263;-0.8981;-1.4207;-0.196;-0.3323;-0.0678;9020.0;21.84;-36.0;16.68;215.3;-62.65;0.74;8.0;996.43;53.75;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;20 / 23;33580;2018-06-12 12:09:01:222
0.1868;9.7902;6.5651;-0.1679;8.5583;4.7851;0.3547;1.2319;1.78;-0.2815;0.2327;-0.0177;8657.0;20.28;-36.48;16.74;212.92;-60.77;2.01;8.0;996.4;67.864;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;20 / 23;34080;2018-06-12 12:09:01:722
-0.0431;10.2619;5.0136;-0.0912;8.4972;4.8949;-0.177;1.5396;1.2584;0.6708;-0.1393;-0.2144;8901.0;18.96;-37.08;15.72;211.07;-60.05;1.07;8.0;996.4;64.42;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;19 / 22;34579;2018-06-12 12:09:02:221
-0.1077;9.0073;5.6744;-0.3805;8.4991;4.8776;-0.175;0.2711;-1.0731;-0.155;0.5821;0.361;7067.0;20.58;-36.0;14.46;217.56;-60.07;4.46;8.0;996.44;57.749;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;19 / 22;35079;2018-06-12 12:09:02:721
-0.1389;7.6234;4.1708;-0.3343;8.4063;5.039;-0.293;0.6033;-0.284;0.096;0.1502;-0.2492;8270.0;16.32;-37.26;16.14;207.41;-59.49;2.21;8.0;996.42;50.43;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;18 / 22;35579;2018-06-12 12:09:03:221
-1.1636;6.4071;2.0256;-0.5712;8.6381;4.6073;-0.6259;-2.492;-2.5626;0.3104;-0.0232;-0.0751;7674.0;22.26;-35.04;14.88;219.25;-60.14;5.47;8.0;996.42;51.738;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;18 / 22;36080;2018-06-12 12:09:03:722
-1.1564;6.8548;5.4039;-0.2364;8.7408;4.4399;-1.0398;-1.1294;-0.3409;-0.5704;0.3036;0.3757;6211.0;19.98;-35.28;15.78;215.53;-63.04;3.05;8.0;996.42;51.037;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;19 / 22;36579;2018-06-12 12:09:04:221
-0.316;8.9354;5.0519;-0.036;8.6497;4.6208;-0.3111;0.2451;2.6482;0.4277;-0.2713;-0.2688;6124.0;18.18;-36.48;15.72;210.35;-61.89;0.45;8.0;996.41;50.423;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;19 / 22;37082;2018-06-12 12:09:04:724
1.6042;9.8141;4.9561;-0.0457;8.6075;4.6988;0.1032;1.8579;1.2797;-0.287;-0.1747;0.3012;6442.0;16.14;-36.96;16.26;207.05;-61.37;0.56;8.0;996.42;51.386;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;18 / 23;37579;2018-06-12 12:09:05:221
0.5124;10.0296;5.2291;-0.3099;8.4496;4.9677;0.8223;1.58;0.2614;0.3495;-0.2584;-0.3476;5471.0;14.34;-37.2;16.38;205.22;-59.5;3.57;8.0;996.43;50.829;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;18 / 23;38079;2018-06-12 12:09:05:721
-0.7662;9.036;4.7191;-0.4682;8.6423;4.611;-0.2979;0.3937;0.1081;-0.163;0.2443;0.3818;4590.0;19.44;-35.22;16.68;214.72;-61.8;5.8;8.0;996.43;50.499;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;17 / 20;38579;2018-06-12 12:09:06:221
0.2179;7.3648;3.7231;-0.0863;8.4664;4.9481;0.3042;-1.1016;-1.225;-0.0451;0.5546;-0.0354;3856.0;14.94;-38.1;15.66;205.0;-59.69;1.0;8.0;996.44;47.796;23.03197;72.53522;33.39;NaN;;3.93;12.903226;217.3;17 / 20;39080;2018-06-12 12:09:06:722
-1.1277;6.9218;4.4486;-0.2171;8.695;4.5298;-0.9106;-1.7732;-0.0813;0.3764;0.1716;-0.1032;3659.0;18.54;-35.88;16.38;213.34;-62.46;2.74;8.0;996.44;48.417;23.0319;72.53517;27.18;NaN;;3.57;9.677419;194.31;19 / 22;39579;2018-06-12 12:09:07:221
